LAT;;;;;47.5584;47.5584;47.5584;47.5584
LON;;;;;7.57327;7.57327;7.57327;7.57327
ASL;;;;;279.000;279.000;279.000;279.000
CITY;;;;;Basel;Basel;Basel;Basel
DOMAIN;;;;;NEMS4;NEMS4;NEMS4;NEMS4
LEVEL;;;;;2 m above gnd;sfc;10 m above gnd;10 m above gnd
NAME;;;;;Temperature;Total Precipitation (high resolution);Wind Speed;Wind Direction
UNIT;;;;;°C;mm;km/h;°
AGGREGATION;;;;;;;;
UTC_OFFSET;;;;;1;1;1;1

Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2019;11;11;05;00;2.72;0.00;4.35;155.56
2019;11;11;06;00;2.33;0.00;3.88;158.20
2019;11;11;07;00;2.01;0.00;3.88;158.20
2019;11;11;08;00;1.97;0.00;5.19;146.31
2019;11;11;09;00;2.76;0.00;4.55;108.43
2019;11;11;10;00;4.51;0.00;6.29;113.63
2019;11;11;11;00;5.96;0.00;1.94;68.20
2019;11;11;12;00;7.03;0.00;2.16;360.00
2019;11;11;13;00;8.37;0.00;5.62;309.81
2019;11;11;14;00;9.63;0.00;9.18;295.56
2019;11;11;15;00;9.52;0.00;10.54;277.85
2019;11;11;16;00;9.52;0.00;5.63;243.43
2019;11;11;17;00;9.22;0.00;3.62;95.71
2019;11;11;18;00;8.88;0.00;7.17;107.53
2019;11;11;19;00;8.23;0.00;7.73;117.76
2019;11;11;20;00;7.12;0.00;7.49;125.22
2019;11;11;21;00;6.75;0.00;4.10;142.13
2019;11;11;22;00;6.66;0.00;5.63;243.43
2019;11;11;23;00;6.77;0.90;13.55;253.01
2019;11;12;00;00;5.71;0.70;24.14;267.44
2019;11;12;01;00;4.44;0.20;20.21;274.09
2019;11;12;02;00;4.46;0.10;16.74;251.18
2019;11;12;03;00;4.66;0.00;14.71;248.46
2019;11;12;04;00;4.81;0.00;13.91;248.75
2019;11;12;05;00;4.62;0.00;14.34;241.50
2019;11;12;06;00;3.50;0.00;13.18;235.01
2019;11;12;07;00;2.59;0.00;11.99;228.65
2019;11;12;08;00;2.65;0.00;12.73;225.00
2019;11;12;09;00;4.51;0.00;15.19;238.57
2019;11;12;10;00;6.24;0.00;21.58;244.29
2019;11;12;11;00;7.57;0.00;25.73;252.07
2019;11;12;12;00;8.30;0.00;28.59;259.11
2019;11;12;13;00;9.72;0.00;20.52;268.99
2019;11;12;14;00;9.47;0.00;18.37;272.25
2019;11;12;15;00;9.60;0.00;18.36;268.88
2019;11;12;16;00;9.14;0.00;17.28;268.81
2019;11;12;17;00;7.76;0.00;12.62;273.27
2019;11;12;18;00;6.48;0.00;9.47;261.25
2019;11;12;19;00;5.37;0.00;10.00;239.74
2019;11;12;20;00;4.38;0.00;10.59;234.69
2019;11;12;21;00;3.78;0.00;8.65;196.93
2019;11;12;22;00;4.11;0.30;6.44;206.57
2019;11;12;23;00;4.47;0.00;3.76;196.70
2019;11;13;00;00;4.65;0.00;3.60;180.00
2019;11;13;01;00;4.79;0.00;4.02;190.30
2019;11;13;02;00;5.01;0.00;5.62;219.81
2019;11;13;03;00;5.09;0.00;7.52;253.30
2019;11;13;04;00;4.65;0.00;9.73;267.88
2019;11;13;05;00;4.12;0.00;9.03;265.43
2019;11;13;06;00;3.36;0.00;10.09;267.95
2019;11;13;07;00;2.37;0.00;8.83;258.23
2019;11;13;08;00;2.06;0.00;7.41;240.95
2019;11;13;09;00;2.29;0.00;6.70;233.75
2019;11;13;10;00;2.68;0.00;5.24;254.05
2019;11;13;11;00;3.99;0.00;5.59;284.93
2019;11;13;12;00;5.49;0.00;6.61;299.36
2019;11;13;13;00;8.05;0.00;16.62;274.97
2019;11;13;14;00;8.03;0.00;18.09;275.71
2019;11;13;15;00;8.16;0.00;16.24;266.19
2019;11;13;16;00;8.16;0.00;15.88;266.10
2019;11;13;17;00;7.83;0.00;11.25;262.65
2019;11;13;18;00;7.25;0.00;8.70;245.56
2019;11;13;19;00;6.09;0.00;8.71;218.29
2019;11;13;20;00;4.60;0.00;9.35;195.64
2019;11;13;21;00;3.75;0.00;8.64;180.00
2019;11;13;22;00;3.29;0.00;7.42;157.17
2019;11;13;23;00;2.85;0.00;7.42;129.09
2019;11;14;00;00;2.39;0.00;8.09;122.28
2019;11;14;01;00;2.16;0.00;8.89;121.76
2019;11;14;02;00;1.71;0.00;9.18;115.56
2019;11;14;03;00;1.27;0.00;10.63;118.30
2019;11;14;04;00;1.40;0.00;13.28;122.83
2019;11;14;05;00;2.34;0.00;14.88;122.15
2019;11;14;06;00;2.86;0.00;16.08;124.05
2019;11;14;07;00;3.25;0.00;16.56;132.36
2019;11;14;08;00;3.21;0.00;17.83;133.36
2019;11;14;09;00;3.82;0.00;15.55;132.18
2019;11;14;10;00;4.94;0.00;2.62;164.05
2019;11;14;11;00;6.98;0.00;9.45;162.26
2019;11;14;12;00;7.77;0.00;17.32;200.70
2019;11;14;13;00;8.07;0.00;3.60;90.00
2019;11;14;14;00;8.77;0.00;8.79;55.01
2019;11;14;15;00;10.13;0.00;13.44;82.30
2019;11;14;16;00;9.71;0.00;9.83;81.57
2019;11;14;17;00;9.05;0.00;11.25;39.81
2019;11;14;18;00;8.22;0.00;12.59;59.04
2019;11;14;19;00;7.52;0.00;13.32;90.00
2019;11;14;20;00;6.90;0.00;14.44;94.29
2019;11;14;21;00;6.70;0.00;11.61;97.13
2019;11;14;22;00;6.34;0.00;6.85;93.01
2019;11;14;23;00;6.03;0.00;4.33;4.76
2019;11;15;00;00;4.96;0.00;9.00;270.00
2019;11;15;01;00;4.97;0.00;10.18;261.87
2019;11;15;02;00;4.89;0.00;6.38;286.39
2019;11;15;03;00;4.70;0.00;4.10;307.87
2019;11;15;04;00;4.55;0.00;3.26;276.34
2019;11;15;05;00;4.25;0.00;2.31;51.34
2019;11;15;06;00;4.24;0.00;5.69;251.57
2019;11;15;07;00;4.11;0.00;1.14;161.57
2019;11;15;08;00;3.89;0.00;7.24;95.71
2019;11;15;09;00;5.11;0.00;2.16;180.00
2019;11;15;10;00;6.98;0.00;6.13;220.24
2019;11;15;11;00;8.19;0.00;14.12;250.64
2019;11;15;12;00;9.06;0.00;12.07;259.70
2019;11;15;13;00;10.26;0.00;14.26;280.18
2019;11;15;14;00;10.55;0.00;4.33;318.37
2019;11;15;15;00;10.30;0.00;7.93;357.40
2019;11;15;16;00;9.45;0.00;11.01;11.31
2019;11;15;17;00;8.11;0.00;10.80;360.00
2019;11;15;18;00;7.05;0.00;7.42;345.96
2019;11;15;19;00;6.31;0.00;4.69;327.53
2019;11;15;20;00;6.03;0.00;1.48;284.04
2019;11;15;21;00;5.75;0.00;3.10;234.46
2019;11;15;22;00;4.98;0.00;2.19;260.54
2019;11;15;23;00;4.53;0.00;6.13;220.24
2019;11;16;00;00;4.00;0.00;3.83;221.19
2019;11;16;01;00;3.65;0.00;3.60;180.00
2019;11;16;02;00;3.75;0.00;4.38;189.46
2019;11;16;03;00;3.79;0.00;4.02;190.30
2019;11;16;04;00;3.67;0.00;0.72;180.00
2019;11;16;05;00;3.69;0.00;0.36;180.00
2019;11;16;06;00;3.74;0.00;2.41;116.57
2019;11;16;07;00;3.74;0.00;6.13;130.24
2019;11;16;08;00;3.66;0.00;6.12;118.07
2019;11;16;09;00;3.92;0.00;6.38;106.39
2019;11;16;10;00;5.52;0.00;4.33;138.37
2019;11;16;11;00;6.91;0.00;0.36;360.00
2019;11;16;12;00;8.03;0.00;0.80;206.57
2019;11;16;13;00;7.68;0.00;1.44;90.00
2019;11;16;14;00;8.18;0.00;3.42;71.57
2019;11;16;15;00;8.69;0.00;9.09;123.69
2019;11;16;16;00;9.31;0.00;8.35;97.43
2019;11;16;17;00;8.82;0.00;8.71;119.74
2019;11;16;18;00;6.83;0.00;11.30;149.35
2019;11;16;19;00;4.92;0.00;11.48;138.81
2019;11;16;20;00;4.07;0.00;10.09;145.18
2019;11;16;21;00;3.92;0.00;7.59;148.57
2019;11;16;22;00;4.14;0.00;5.90;142.43
2019;11;16;23;00;3.85;0.00;3.32;139.40
2019;11;17;00;00;3.56;0.00;3.55;113.96
2019;11;17;01;00;3.27;0.00;3.42;108.43
2019;11;17;02;00;2.33;0.00;1.80;36.87
2019;11;17;03;00;1.57;0.00;2.81;309.81
2019;11;17;04;00;1.64;0.00;5.62;309.81
2019;11;17;05;00;1.99;0.00;2.31;231.34
2019;11;17;06;00;2.51;0.00;4.90;252.90
2019;11;17;07;00;2.38;0.00;6.92;308.66
2019;11;17;08;00;2.45;0.00;5.45;277.59
2019;11;17;09;00;2.59;0.30;5.32;298.30
2019;11;17;10;00;2.89;0.60;5.48;293.20
2019;11;17;11;00;3.26;0.90;7.42;284.04
2019;11;17;12;00;3.47;0.70;7.42;320.91
2019;11;17;13;00;3.13;1.20;13.83;308.66
2019;11;17;14;00;3.66;1.30;12.52;288.43
2019;11;17;15;00;4.29;0.90;9.26;283.50
2019;11;17;16;00;4.33;0.50;14.11;264.14
2019;11;17;17;00;3.08;0.30;20.62;245.22
2019;11;17;18;00;3.18;0.00;20.47;246.14
2019;11;17;19;00;2.82;0.00;18.51;243.43
2019;11;17;20;00;2.36;0.00;18.47;236.93
2019;11;17;21;00;2.50;0.00;21.58;242.15
2019;11;17;22;00;2.19;0.00;20.61;242.99
2019;11;17;23;00;2.49;0.00;16.75;241.78
2019;11;18;00;00;3.41;0.00;12.77;229.57
2019;11;18;01;00;4.04;0.20;23.90;232.96
2019;11;18;02;00;3.33;1.00;26.87;237.59
2019;11;18;03;00;3.92;1.00;25.16;236.08
2019;11;18;04;00;4.82;0.40;29.27;238.07
2019;11;18;05;00;4.80;0.00;30.43;242.53
2019;11;18;06;00;4.58;0.00;27.56;246.11
2019;11;18;07;00;3.90;0.00;23.53;240.69
2019;11;18;08;00;4.01;0.00;21.73;243.43
2019;11;18;09;00;5.02;0.00;23.47;249.34
2019;11;18;10;00;5.78;0.00;25.07;254.17
2019;11;18;11;00;6.30;0.00;25.85;257.13
2019;11;18;12;00;6.50;0.00;27.53;258.69
2019;11;18;13;00;6.05;0.00;26.20;257.30
2019;11;18;14;00;6.24;0.00;24.22;258.86
2019;11;18;15;00;6.23;0.00;21.54;260.38
2019;11;18;16;00;5.75;0.00;17.52;260.54
2019;11;18;17;00;4.63;0.00;11.97;248.84
2019;11;18;18;00;3.62;0.00;11.21;227.60
2019;11;18;19;00;2.47;0.00;9.69;228.01
2019;11;18;20;00;1.64;0.00;10.83;195.42
2019;11;18;21;00;1.22;0.00;9.18;191.31
2019;11;18;22;00;1.67;0.00;8.65;182.39
2019;11;18;23;00;1.79;0.00;6.13;183.37
2019;11;19;00;00;1.30;0.00;6.64;167.47
2019;11;19;01;00;1.19;0.00;5.15;155.22
2019;11;19;02;00;1.48;0.00;4.39;145.01
2019;11;19;03;00;1.70;0.00;4.33;131.63
2019;11;19;04;00;2.19;0.00;2.97;104.04
2019;11;19;05;00;2.49;0.00;5.40;126.87
2019;11;19;06;00;2.94;0.00;4.20;149.04
2019;11;19;07;00;3.04;0.00;5.59;104.93
2019;11;19;08;00;3.12;0.00;5.35;109.65
2019;11;19;09;00;4.13;0.00;2.74;113.20
2019;11;19;10;00;4.99;0.00;1.61;63.43
2019;11;19;11;00;5.87;0.00;3.42;18.43
2019;11;19;12;00;6.28;0.00;5.05;4.09
2019;11;19;13;00;6.63;0.00;11.77;336.57
2019;11;19;14;00;7.60;0.00;15.98;345.65
2019;11;19;15;00;7.45;0.00;15.89;346.91
2019;11;19;16;00;7.09;0.00;15.54;346.61
2019;11;19;17;00;5.85;0.00;14.41;347.01
2019;11;19;18;00;5.15;0.00;11.72;349.38
2019;11;19;19;00;4.78;0.00;9.03;4.57
2019;11;19;20;00;4.66;0.00;4.80;12.99
2019;11;19;21;00;4.52;0.00;2.52;360.00
2019;11;19;22;00;4.38;0.00;0.51;45.00
2019;11;19;23;00;4.25;0.00;1.53;45.00
2019;11;20;00;00;3.56;0.00;2.81;50.19
2019;11;20;01;00;2.76;0.00;3.67;78.69
2019;11;20;02;00;2.24;0.00;2.88;90.00
2019;11;20;03;00;2.59;0.00;0.72;360.00
2019;11;20;04;00;2.71;0.00;1.08;360.00
2019;11;20;05;00;2.90;0.00;1.08;360.00
2019;11;20;06;00;3.08;0.00;1.14;71.57
2019;11;20;07;00;3.29;0.00;2.74;66.80
2019;11;20;08;00;3.81;0.00;5.51;78.69
